field_id,field_name,description,category,data_type,units,value_encoding,encoding_id,encoding_name,n_codes,participant_count
5452,Leg pain when standing still or sitting,"ACE touchscreen question ""Does this pain ever begin when you are standing still or sitting?""<p>~F5452~ was collected from participants who indicated that they get a pain in either leg on walking, as defined by their answers to ~F4728~",Claudication and peripheral artery disease,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,63582
10912,Variation in diet (pilot),"ACE touchscreen question ""Does your diet vary much from week to week?""",Diet,Categorical single,,1=Never/rarely|2=Sometimes|3=Usually|4=Always|-3=Prefer not to answer,100394,,5,3765
100880,Dried fruit added to cereal,"Question asked: ""Did your cereal contain any dried fruit? (e.g. Sultana Bran, Fruit 'n' Fibre)?""<p>This question was only asked to participants who reported consuming breakfast cereals yesterday.",Cereal yesterday,Categorical single,,1=Yes|111=varied,100009,,2,82475
104030,Boiled/baked potatoes intake,"Question asked: ""How many servings of baked or boiled potatoes did you have?""<p>This question was only asked to participants who reported consuming vegetables.",Fruit/vegetables yesterday,Categorical single,Serving,300=3+|2=2|1=1|555=half|444=quarter,100017,,5,89444
3571,Back pain for 3+ months,"ACE touchscreen question ""Have you had back pains for more than 3 months?""<p>~F3571~ was collected from participants who indicated that in the last month they experienced back pain that interfered with their usual activities, as defined by their answers to ~F6159~",Pain,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,144829
20503,Ever addicted to prescription or over-the-counter medication,"Question asked: ""Have you been addicted to or dependent on prescription or over-the-counter medication?"" <p>Question was asked when ~F20401~ was Yes.",Addictions,Categorical single,,-818=Prefer not to answer|-121=Do not know|0=No|1=Yes,502,,4,9361
2149,Lifetime number of sexual partners,"ACE touchscreen question ""About how many sexual partners have you had in your lifetime?""<p>The following checks were performed:<ul><li>If answer < 1 then rejected</li><li>If answer > 99997 then rejected</li><li>If answer > 99 then participant asked to confirm</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>Sexual intercourse includes vaginal, oral or anal intercourse.<br>If you are unsure, please provide an estimate or select Do not know.<br></i></td></tr></table><p>~F2149~ was collected from all participants except those who indicated they never had had sexual intercourse, as defined by their answers to ~F2139~",Sexual factors,Integer,,-1=Do not know|-3=Prefer not to answer,100291,,2,452784
699,Length of time at current address,"ACE touchscreen question ""How many years have you lived at your current address?""<p>The following checks were performed:<ul><li>If answer < 1 then rejected</li><li>If answer > Participants age then rejected</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you have lived there for less than one year select Less than a year.<br>If you are unsure, please provide an estimate or select Do not know.<br>If you have lived at your current address at different times, add up<br>the total number of years you lived there. For instance if you lived<br>at your current address for 3 years, moved overseas for one year and<br>returned to your current address for another 5 years, then you would<br>enter 8 years.<br></i></td></tr></table>",Household,Integer,years,-10=Less than a year|-1=Do not know|-3=Prefer not to answer,100290,,3,501110
32318,Frequency that these issues interfered with work or education,"Social Interactions and Focus online question: ""Thinking about the issues you have reported in the previous questions, how often do you experience significant problems arising from these: in your work or education?"" <p>Question was asked if score from ~F32268~ to ~F32317~ was equal to or greater than 26.",Autism Spectrum Quotient,Categorical single,,0=Never or rarely|1=Sometimes|2=Often|3=Very often or always|-3=Prefer not to answer,2631,,5,21520
21052,Degree bothered by chest pain in the last 3 months,"Question asked: ""During the past 3 months, how much have you been bothered by chest pain?"" <p>The question in this field was taken from the Patient Health Questionnaire 12 Somatic Symptom scale (PHQ-12 SS) used with the publisher's permission. <p>Spiller RC, Humes DJ, Campbell E, et al. The Patient Health Questionnaire 12 Somatic Symptom scale as a predictor of symptom severity and consulting behaviour in patients with irritable bowel syndrome and symptomatic diverticular disease. Alimentary Pharmacology & Therapeutics. 2010;32:811-820",Digestive health,Categorical single,,-600=Not bothered at all|-601=Bothered a little|-602=Bothered a lot|-818=Prefer not to answer,339,,4,183836
22660,Gap coding,"Participants were asked what they did in any periods when they were not working in paid employment for at least 20 hours each week. These periods were called ""gaps"".",Employment history,Categorical single,,"101=Paid work for less than 15 hours per week on average or lasting less than 6 months|102=Unpaid or voluntary work|103=Full-time or part-time education|105=Looking after the home and/or family|106=Unable to work due to sickness or disability|107=Unemployed|108=Retired|-121=Unknown, cannot remember|-717=Other|-818=Prefer not to answer",486,,10,95462
2907,Ever stopped smoking for 6+ months,"ACE touchscreen question ""In the time that you smoked, did you ever stop for more than 6 months?""<p>~F2907~ was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to ~F1249~",Smoking,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,125074
10818,Reason for reducing amount of alcohol drunk (pilot),"ACE touchscreen question ""Why did you reduce the amount you drank?""",Alcohol,Categorical single,,1=Illness|2=Financial reasons|3=Other reason|-1=Do not know|-3=Prefer not to answer,100669,,5,1509
20710,Liking for regular (non-diet) fizzy drinks,Liking for regular (non-diet) fizzy drinks measured on a 9-point scale.,Food (and other) preferences,Categorical single,,1=extremely dislike|2=2|3=3|4=4|5=neither like nor dislike|6=6|7=7|8=8|9=extremely like|-121=never tried|-818=do not wish to answer,96,,11,181941
20015,Sitting height,"Distance from rump to crown when sitting, calculated as the difference between ~F51~ and ~F3077~.",Body size measures,Continuous,cm,,,,,496989
20022,Birth weight,"Participants were asked to enter their own birth-weight. <p>The weight could be entered either in Kg or in Imperial pounds+ounces. Values entered as Imperial units are held in ~F121~ and ~F122~, and their values have been converted into Kg and incorporated into this field. <br><br>This question was dropped from the touchscreen protocol on 24/10/2016.",Early life factors,Continuous,Kg,,,,,279910
4080,"Systolic blood pressure, automated reading","Blood pressure, automated reading, systolic. Two measures of blood pressure were taken a few moments apart. <p> Range returned by the Omron device is is 0-255",Blood pressure,Integer,mmHg,,,,,476030
120007,Ever had diabetes (Type I or Type II),Question asked: Have you ever been told by a doctor that you have had diabetes (Type I or Type II)?,Experience of pain,Categorical single,,-818=Prefer not to answer|-121=Do not know|0=No|1=Yes,502,,4,178241
4205,Pulse wave pressure versus time response curve,"Wave data containing 3 waveforms, each consisting of one direct and one reflected component.<p>A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. Each waveform is actually a single pulse with 100 points. Since the heart rate is in beats per minute, a single beat takes 60seconds / Heart Rate and time between two beats is (60/Heart Rate)/100.<p>The data is formatted as follows:<ul><li>The first number (i.e. digits before the first '|' character)indicate the number of points X,Y for the curve.</li><li>Each pair of X,Y values is separated by a '|' character from the preceding/succeeding pair.</li><li>Each pair of X,Y values is separated internally by a ',' character.</ul>The X-axis is the time in milliseconds and the Y-axis is the Pulse signal strength in arbitrary units.",Arterial stiffness,Compound,,,,,,236313
22140,Doctor diagnosed lung cancer (not mesothelioma),"User asked ""Has a doctor ever told you that you have had any of the conditions below?""<p>""lung cancer (not mesothelioma)"" was one of the options listed.",Medical information,Categorical single,,1=Yes|0=No,7,,2,121123
20123,Single episode of probable major depression,"Single episode of probable major depression. <p> This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab.",Mental health,Categorical single,,1=Yes|0=No,7,,2,9745
20427,Frequent trouble falling or staying asleep during worst period of anxiety,"Question asked: ""When you were worried or anxious, were you also: Often having trouble falling or staying asleep?"" <p>Question was asked when ~F20425~ was Yes or ~F20420~ was at least 6 months.",Anxiety,Categorical single,,-121=Do not know|0=No|1=Yes,520,,3,48692
28688,Length of time suffering from difficulty sleeping,Health and Wellbeing online question: How long have you been suffering from difficulty sleeping? <p> Question was asked when ~F28687~ was Yes,Health and well-being,Categorical single,,0=Less than two weeks|1=Two to four weeks|2=Four to twelve weeks|3=More than twelve weeks|-1=Do not know|-3=Prefer not to answer,135,,6,54718
30035,Rate of ramp phase load increase (exercise test),"The rate in watts per minute at which load increased during the ramp phase of an exercise test. If there was no ramp phase for a test, this value was set to 0.",VO2max during exercise,Continuous,watts per minute,,,,,80483
5463,Leg pain in calf/calves,"ACE touchscreen question ""Do you get this pain in your calf (calves)?""<p>~F5463~ was collected from participants who indicated that they get a pain in either leg on walking, as defined by their answers to ~F4728~",Claudication and peripheral artery disease,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,63582
20077,Number of diet questionnaires completed,,Diet questionnaire performance,Integer,,,,,,210739
101990,Crumble intake,"Question asked: ""How many servings of crumble topping (e.g. fruit crumble, vegetable crumble) did you have? N.B. Fillings and toppings should be recorded later.""",Soup/snacks/pastries yesterday,Categorical single,Serving,400=4+|3=3|2=2|1=1|555=half,100004,,5,11529
104080,Coleslaw intake,"Question asked: ""How many servings of coleslaw or other salad vegetables in mayonnaise (e.g. waldorf salad) did you have?""<p>This question was only asked to participants who reported consuming vegetables.",Fruit/vegetables yesterday,Categorical single,Serving,300=3+|2=2|1=1|555=half|444=quarter,100017,,5,23124
